,College Name,Location,Accreditation,CD Rank,Courses,B.sc Fees,Review,Rating,URL
1393,"Dr. Arvind B. Telang Senior College of Arts, Science and Commerce, Pune"," Pune, Maharashtra",Null,#1394,B.Sc,--,3,2,/college/303-dr-arvind-b-telang-senior-college-of-arts-science-and-commerce-pune
1394,"Arya College, Ludhiana"," Ludhiana, Punjab",UGC Approved,#1395,B.Sc,"₹ 23,000",38,3,/college/304-arya-college-ludhiana
1395,"Asan Memorial College of Arts and Science - [AMCAS], Chennai"," Chennai, Tamil Nadu",AICTE Approved,#1396,B.Sc,"₹ 33,000",11,4,/college/314-asan-memorial-college-of-arts-and-science-amcas-chennai
1396,"Asansol Girls College - [AGC], Bundwan"," Bundwan, West Bengal",Null,#1397,B.Sc,"₹ 4,040",35,3,/college/316-asansol-girls-college-agc-bundwan
1397,"Aska Science College, Aska"," Aska, Odisha",Null,#1398,B.Sc,--,4,3,/college/319-aska-science-college-aska
1398,"Assumption College, Kottayam"," Kottayam, Kerala",Null,#1399,B.Sc,"₹ 9,500",12,3,/college/323-assumption-college-kottayam
1399,"Shrimant Babasaheb Deshmukh Mahavidyalaya,Atpadi, Sangli"," Sangli, Maharashtra",AICTE Approved,#1400,B.Sc,--,2,3,/college/331-shrimant-babasaheb-deshmukh-mahavidyalayaatpadi-sangli
1400,"Aurora's Degree College, Hyderabad"," Hyderabad, Telangana",AICTE Approved,#1401,B.Sc,--,68,4,/college/334-auroras-degree-college-hyderabad
1401,"Auxilium College, Vellore"," Vellore, Tamil Nadu",UGC Approved,#1402,B.Sc,"₹ 17,535",71,4,/college/336-auxilium-college-vellore
1402,"Avvaiyar Government College for Women - [AGCW], Karaikal"," Karaikal, Puducherry",UGC Approved,#1403,B.Sc,--,5,4,/college/340-avvaiyar-government-college-for-women-agcw-karaikal
1403,"Awadhoot Bhagwan Ram PG College - [ABRPGC], Sonbhadra"," Sonbhadra, Uttar Pradesh",UGC Approved,#1404,B.Sc,--,1,2,/college/342-awadhoot-bhagwan-ram-pg-college-abrpgc-sonbhadra
1404,"Ayodhya Prasad Memorial Degree College - [APMDc], Badaun"," Badaun, Uttar Pradesh",Null,#1405,B.Sc,--,Null,Null,/college/344-ayodhya-prasad-memorial-degree-college-apmdc-badaun
1405,"Ayyan Thiruvalluvar College of Arts and Science - [ATCAS], Sathyamangalam"," Sathyamangalam, Tamil Nadu",UGC Approved,#1406,B.Sc,--,Null,Null,/college/346-ayyan-thiruvalluvar-college-of-arts-and-science-atcas-sathyamangalam
1406,"Azad Hind Fouz Smriti Mahavidyalaya, Howrah"," Howrah, West Bengal",UGC Approved,#1407,B.Sc,"₹ 5,425",3,3,/college/347-azad-hind-fouz-smriti-mahavidyalaya-howrah
1407,"Baosi Banikanta Kakati College - [BBK], Barpeta"," Barpeta, Assam",UGC Approved,#1408,B.Sc,--,1,4,/college/353-baosi-banikanta-kakati-college-bbk-barpeta
1408,"B.D. Arts College for Women, Ahmedabad"," Ahmedabad, Gujarat",Null,#1409,B.Sc,--,Null,Null,/college/356-bd-arts-college-for-women-ahmedabad
1409,"B.D. Kale Mahavidyalaya Ghodegaon, Pune"," Pune, Maharashtra",UGC Approved,#1410,B.Sc,--,Null,Null,/college/357-bd-kale-mahavidyalaya-ghodegaon-pune
1410,"BH College, Barpeta"," Barpeta, Assam",Null,#1411,B.Sc,--,18,3,/college/364-bh-college-barpeta
1411,"BL Jindal Suiwala College, Bhiwani"," Bhiwani, Haryana",AICTE Approved,#1412,B.Sc,--,2,3,/college/375-bl-jindal-suiwala-college-bhiwani
1412,"BLDE Association's Commerce, BHS Arts & TGP Science College Jamkhandi, Bagalkot"," Bagalkot, Karnataka",Null,#1413,B.Sc,"₹ 14,010",4,4,/college/376-blde-associations-commerce-bhs-arts-and-tgp-science-college-jamkhandi-bagalkot
1413,"B.M.D. College, Vaishali"," Vaishali, Bihar",Null,#1414,B.Sc,--,3,3,/college/382-bmd-college-vaishali
1414,"BMS College for Women - [BMSCW], Bangalore"," Bangalore, Karnataka",Null,#1415,B.Sc,--,48,4,/college/384-bms-college-for-women-bmscw-bangalore
1415,"B.N. Post Graduate College - [BNPGC], Udaipur"," Udaipur, Rajasthan","PCI, UGC Approved",#1416,B.Sc,"₹ 12,750",10,3,/college/385-bn-post-graduate-college-bnpgc-udaipur
1416,"B. P. Arts, SMA Science, KKC Commerce College, Jalgaon"," Jalgaon, Maharashtra",Null,#1417,B.Sc,--,Null,Null,/college/388-b-p-arts-sma-science-kkc-commerce-college-jalgaon
1417,"BP Baria Science Institute, Navsari"," Navsari, Gujarat","AICTE, UGC Approved",#1418,B.Sc,"₹ 7,200",2,4,/college/390-bp-baria-science-institute-navsari
1418,"Bimala Prasad Chaliha College, Kamrup"," Kamrup, Assam",UGC Approved,#1419,B.Sc,--,1,4,/college/391-bimala-prasad-chaliha-college-kamrup
1419,"Biju Pattnaik College of Science & Education - [BPCSE], Bhubaneswar"," Bhubaneswar, Odisha",Null,#1420,B.Sc,--,17,4,/college/392-biju-pattnaik-college-of-science-and-education-bpcse-bhubaneswar
1420,"B.Padmanaban Jayanthimala College of Arts and Science, Cuddalore"," Cuddalore, Tamil Nadu",UGC Approved,#1421,B.Sc,"₹ 2,850",Null,Null,/college/393-bpadmanaban-jayanthimala-college-of-arts-and-science-cuddalore
1421,"B.S.K. College, Barharwa, Sahibganj"," Sahibganj, Jharkhand",Null,#1422,B.Sc,--,7,3,/college/401-bsk-college-barharwa-sahibganj
1422,"B.V. Bhoomareddi College of Arts, Science and Commerce, Bidar"," Bidar, Karnataka",Null,#1423,B.Sc,--,1,5,/college/407-bv-bhoomareddi-college-of-arts-science-and-commerce-bidar
1423,"BWDA Arts and Science College, Villupuram"," Villupuram, Tamil Nadu",Null,#1424,B.Sc,"₹ 17,000",4,4,/college/413-bwda-arts-and-science-college-villupuram
1424,"Baba Balak Nath Post Graduate College - [BBNPG], Hamirpur"," Hamirpur, Himachal Pradesh",UGC Approved,#1425,B.Sc,"₹ 2,955",2,3,/college/415-baba-balak-nath-post-graduate-college-bbnpg-hamirpur
1425,"Baba Farid College - [BFC], Bathinda"," Bathinda, Punjab",AICTE Approved,#1426,B.Sc,"₹ 49,900",30,4,/college/419-baba-farid-college-bfc-bathinda
1426,"Babbar Akali Memorial Khalsa College - [BAM], Hoshiarpur"," Hoshiarpur, Punjab",Null,#1427,B.Sc,"₹ 8,000",Null,Null,/college/434-babbar-akali-memorial-khalsa-college-bam-hoshiarpur
1427,"Babu Hari Ram Singh Mahavidyalaya, Allahabad"," Allahabad, Uttar Pradesh",AICTE Approved,#1428,B.Sc,"₹ 18,000",Null,Null,/college/437-babu-hari-ram-singh-mahavidyalaya-allahabad
1428,"Babu Ram Pal Singh Mahavidyalya, Moradabad"," Moradabad, Uttar Pradesh",UGC Approved,#1429,B.Sc,--,Null,Null,/college/438-babu-ram-pal-singh-mahavidyalya-moradabad
1429,"Babu Ram Singh Mahavidyalaya, Sonbhadra"," Sonbhadra, Uttar Pradesh",UGC Approved,#1430,B.Sc,"₹ 10,000",Null,Null,/college/441-babu-ram-singh-mahavidyalaya-sonbhadra
1430,"Baburam Mohanlal Mahavidyalaya, Auraiya"," Auraiya, Uttar Pradesh",UGC Approved,#1431,B.Sc,"₹ 1,799",3,1,/college/443-baburam-mohanlal-mahavidyalaya-auraiya
1431,"Baburam Rukmani Devi Mahavidyalaya, Kanpur Dehat"," Kanpur Dehat, Uttar Pradesh",NCTE Approved,#1432,B.Sc,--,Null,Null,/college/444-baburam-rukmani-devi-mahavidyalaya-kanpur-dehat
1432,"Baburao Patil College of Arts and Science, Solapur"," Solapur, Maharashtra",UGC Approved,#1433,B.Sc,"₹ 2,000",Null,Null,/college/445-baburao-patil-college-of-arts-and-science-solapur
1433,"Baburaoji Gholap College Sangvi, Pune"," Pune, Maharashtra",Null,#1434,B.Sc,--,4,4,/college/446-baburaoji-gholap-college-sangvi-pune
1434,"Badrinarayan Barwale Mahavidyalaya, Jalna"," Jalna, Maharashtra",AICTE Approved,#1435,B.Sc,--,1,3,/college/451-badrinarayan-barwale-mahavidyalaya-jalna
1435,"Bagnan College, Howrah"," Howrah, West Bengal",UGC Approved,#1436,B.Sc,"₹ 1,425",32,4,/college/454-bagnan-college-howrah
1436,"Bahona College, Jorhat"," Jorhat, Assam",UGC Approved,#1437,B.Sc,--,6,4,/college/459-bahona-college-jorhat
1437,"Baikunthi Devi Kanya Mahavidalaya, Agra"," Agra, Uttar Pradesh",Null,#1438,B.Sc,--,6,3,/college/462-baikunthi-devi-kanya-mahavidalaya-agra
1438,"Baiswara P.G. College, Rae Bareli"," Rae Bareli, Uttar Pradesh",UGC Approved,#1439,B.Sc,--,Null,Null,/college/464-baiswara-pg-college-rae-bareli
1439,"Bhattadev University, Pathsala"," Pathsala, Assam","AICTE, UGC Approved",#1440,B.Sc,"₹ 6,530",16,3,/university/466-bhattadev-university-pathsala
1440,"Baji Rout Memorial College, Bhubaneswar"," Bhubaneswar, Odisha",UGC Approved,#1441,B.Sc,"₹ 3,477",7,3,/college/467-baji-rout-memorial-college-bhubaneswar
1441,"Bajkul Milani Mahavidyalaya, Medinipur"," Medinipur, West Bengal",Null,#1442,B.Sc,"₹ 5,905",58,3,/college/468-bajkul-milani-mahavidyalaya-medinipur
1442,"Balagarh Bijoy Krishna Mahavidyalaya, Hooghly"," Hooghly, West Bengal",Null,#1443,B.Sc,"₹ 6,785",10,3,/college/471-balagarh-bijoy-krishna-mahavidyalaya-hooghly
1443,"Balbhim Arts Science and Commerce College, Beed"," Beed, Maharashtra",Null,#1444,B.Sc,--,4,3,/college/478-balbhim-arts-science-and-commerce-college-beed
1444,"Balurghat College, Dakshin Dinajpur"," Dakshin Dinajpur, West Bengal",UGC Approved,#1445,B.Sc,"₹ 3,390",13,3,/college/487-balurghat-college-dakshin-dinajpur
1445,"Balurghat Mahila Mahavidyalaya, Dakshin Dinajpur"," Dakshin Dinajpur, West Bengal",Null,#1446,B.Sc,"₹ 1,350",3,3,/college/488-balurghat-mahila-mahavidyalaya-dakshin-dinajpur
1446,"Balwant College, Sangli"," Sangli, Maharashtra",DCI Approved,#1447,B.Sc,--,2,3,/college/489-balwant-college-sangli
1447,"Banarsi Dass Arya College, Jalandhar"," Jalandhar, Punjab",Null,#1448,B.Sc,"₹ 38,200",Null,Null,/college/493-banarsi-dass-arya-college-jalandhar
1448,"Bangabasi College, Kolkata"," Kolkata, West Bengal",UGC Approved,#1449,B.Sc,"₹ 12,980",99,3,/college/495-bangabasi-college-kolkata
1449,"Bangalore City College - [BCC], Bangalore"," Bangalore, Karnataka",UGC Approved,#1450,B.Sc,--,12,3,/college/497-bangalore-city-college-bcc-bangalore
1450,"DES's Bangurnagar Arts, Science and Commerce College - [BNDC] Dandeli, Kannada"," Kannada, Karnataka",Null,#1451,B.Sc,--,2,3,/college/499-dess-bangurnagar-arts-science-and-commerce-college-bndc-dandeli-kannada
1451,"Banipur Mahila Mahavidyalaya, North 24 Parganas"," North 24 Parganas, West Bengal",UGC Approved,#1452,B.Sc,"₹ 2,595",2,3,/college/500-banipur-mahila-mahavidyalaya-north-24-parganas
1452,"Bankim Sardar College, South 24 Parganas"," South 24 Parganas, West Bengal",Null,#1453,B.Sc,"₹ 4,040",50,3,/college/502-bankim-sardar-college-south-24-parganas
1453,"Bankura Christian College - [BCC], Bankura"," Bankura, West Bengal",UGC Approved,#1454,B.Sc,"₹ 4,145",41,3,/college/503-bankura-christian-college-bcc-bankura
1454,"Bankura Zilla Saradamani Mahila Mahavidyapith, Bankura"," Bankura, West Bengal",Null,#1455,B.Sc,"₹ 5,525",25,4,/college/504-bankura-zilla-saradamani-mahila-mahavidyapith-bankura
1455,"Banwarilal Bhalotia College, Asansol"," Asansol, West Bengal",Null,#1456,B.Sc,--,65,3,/college/506-banwarilal-bhalotia-college-asansol
1456,"Bapu Mahavidyalaya, Ghazipur"," Ghazipur, Uttar Pradesh",UGC Approved,#1457,B.Sc,"₹ 5,500",Null,Null,/college/509-bapu-mahavidyalaya-ghazipur
1457,"Bapujee College, Bhubaneswar"," Bhubaneswar, Odisha",UGC Approved,#1458,B.Sc,--,1,2,/college/511-bapujee-college-bhubaneswar
1458,"Barasat College, Kolkata"," Kolkata, West Bengal",Null,#1459,B.Sc,"₹ 2,020",21,3,/college/514-barasat-college-kolkata
1459,"Barasat Government College, North 24 Parganas"," North 24 Parganas, West Bengal",UGC Approved,#1460,B.Sc,"₹ 1,449",30,3,/college/515-barasat-government-college-north-24-parganas
1460,"Bareilly College, Bareilly"," Bareilly, Uttar Pradesh",UGC Approved,#1461,B.Sc,"₹ 2,710",84,3,/college/516-bareilly-college-bareilly
1461,"Baring Union Christian College - [BUCC], Batala"," Batala, Punjab",UGC Approved,#1462,B.Sc,"₹ 36,122",6,3,/college/517-baring-union-christian-college-bucc-batala
1462,"Barrackpore Rastraguru Surendranath College - [BRSNC], North 24 Parganas"," North 24 Parganas, West Bengal",UGC Approved,#1463,B.Sc,"₹ 9,875",88,3,/college/524-barrackpore-rastraguru-surendranath-college-brsnc-north-24-parganas
1463,"Baruipur College, South 24 Parganas"," South 24 Parganas, West Bengal",UGC Approved,#1464,B.Sc,"₹ 3,080",34,4,/college/525-baruipur-college-south-24-parganas
1464,"Basanti Devi College, Kolkata"," Kolkata, West Bengal",UGC Approved,#1465,B.Sc,"₹ 6,750",28,3,/college/528-basanti-devi-college-kolkata
1465,"Baselios Poulose ll Catholicos College - [BPC], Ernakulam"," Ernakulam, Kerala",Null,#1466,B.Sc,"₹ 4,652",9,3,/college/533-baselios-poulose-ll-catholicos-college-bpc-ernakulam
1466,"Baselius College, Kottayam"," Kottayam, Kerala",Null,#1467,B.Sc,"₹ 22,500",32,3,/college/534-baselius-college-kottayam
1467,"Basirhat College, North 24 Parganas"," North 24 Parganas, West Bengal",UGC Approved,#1468,B.Sc,"₹ 2,120",17,3,/college/535-basirhat-college-north-24-parganas
1468,"Behala College, Kolkata"," Kolkata, West Bengal",UGC Approved,#1469,B.Sc,"₹ 8,015",39,4,/college/544-behala-college-kolkata
1469,"Bejoy Narayan Mahavidyalaya, Hooghly"," Hooghly, West Bengal",UGC Approved,#1470,B.Sc,"₹ 86,595",35,3,/college/546-bejoy-narayan-mahavidyalaya-hooghly
1470,"Belda College, Belda"," Belda, West Bengal",Null,#1471,B.Sc,"₹ 4,245",11,3,/college/547-belda-college-belda
1471,"Berhampore Girls College, Murshidabad"," Murshidabad, West Bengal",UGC Approved,#1472,B.Sc,"₹ 6,040",22,3,/college/551-berhampore-girls-college-murshidabad
1472,"Besant Theosophical College, Madanapalle"," Madanapalle, Andhra Pradesh",AICTE Approved,#1473,B.Sc,"₹ 7,000",2,4,/college/554-besant-theosophical-college-madanapalle
1473,"Bhadrak Autonomous College, Bhadrak"," Bhadrak, Odisha",Null,#1474,B.Sc,₹ 971,117,3,/college/559-bhadrak-autonomous-college-bhadrak
1474,"Bhag Singh Hayer Khalsa College for Women - [BSHKC], Abohar"," Abohar, Punjab",Null,#1475,B.Sc,"₹ 18,000",Null,Null,/college/561-bhag-singh-hayer-khalsa-college-for-women-bshkc-abohar
1475,"Bhagini Nivedita College - [BNC], New Delhi"," New Delhi, Delhi NCR",Null,#1476,B.Sc Physical Science with Chemistry,"₹ 7,060",36,3,/college/564-bhagini-nivedita-college-bnc-new-delhi
1476,"Bhairab Ganguly College, Kolkata"," Kolkata, West Bengal",Null,#1477,B.Sc,"₹ 60,765",39,3,/college/576-bhairab-ganguly-college-kolkata
1477,"Bhakthavatsalam Memorial College for Women, Chennai"," Chennai, Tamil Nadu",Null,#1478,B.Sc,"₹ 7,740",9,3,/college/577-bhakthavatsalam-memorial-college-for-women-chennai
1478,"Bhandarkars Arts and Science College, Udupi"," Udupi, Karnataka",Null,#1479,B.Sc,"₹ 31,000",22,4,/college/578-bhandarkars-arts-and-science-college-udupi
1479,"Bhangar Mahavidyalaya, South 24 Parganas"," South 24 Parganas, West Bengal",Null,#1480,B.Sc,"₹ 7,275",7,3,/college/579-bhangar-mahavidyalaya-south-24-parganas
1480,"Bharata Mata College - [BMC], Kochi"," Kochi, Kerala",AICTE Approved,#1481,B.Sc,"₹ 3,478",69,3,/college/581-bharata-mata-college-bmc-kochi
1481,"Bharath College of Science and Management, Thanjavur"," Thanjavur, Tamil Nadu","AICTE, UGC Approved",#1482,B.Sc,"₹ 20,000",4,3,/college/582-bharath-college-of-science-and-management-thanjavur
1482,"Bharathidasan College of Arts and Science - [BCAS], Erode"," Erode, Tamil Nadu",Null,#1483,B.Sc,--,9,3,/college/588-bharathidasan-college-of-arts-and-science-bcas-erode
1483,"Bharathiyar Arts and Science College for Women - [BASCW], Salem"," Salem, Tamil Nadu",UGC Approved,#1484,B.Sc,--,Null,Null,/college/591-bharathiyar-arts-and-science-college-for-women-bascw-salem
1484,"Bharati College - [BC], New Delhi"," New Delhi, Delhi NCR",Null,#1485,B.Sc (Hons.) Computer Science,"₹ 10,465",90,3,/college/592-bharati-college-bc-new-delhi
1485,"Bhaskar Degree College, Vizianagaram"," Vizianagaram, Andhra Pradesh",Null,#1486,B.Sc,--,Null,Null,/college/602-bhaskar-degree-college-vizianagaram
1486,"Bhaskaracharya College of Applied Sciences - [BCAS], New Delhi"," New Delhi, Delhi NCR",Null,#1487,B.Sc (Hons.) Chemistry,"₹ 26,255",101,3,/college/603-bhaskaracharya-college-of-applied-sciences-bcas-new-delhi
1487,"Bhatter College, Medinipur"," Medinipur, West Bengal",Null,#1488,B.Sc,--,2,3,/college/605-bhatter-college-medinipur
1488,"Bhavan's College, Mumbai"," Mumbai, Maharashtra",Null,#1489,B.Sc,"₹ 9,579",68,4,/college/608-bhavans-college-mumbai
1489,"Bhilai Mahila Mahavidyalaya, Durg"," Durg, Chhattisgarh",UGC Approved,#1490,B.Sc,"₹ 12,500",4,3,/college/616-bhilai-mahila-mahavidyalaya-durg
1490,"Bhogawati Mahavidyalaya, Kolhapur"," Kolhapur, Maharashtra",Null,#1491,B.Sc,"₹ 1,485",2,3,/college/618-bhogawati-mahavidyalaya-kolhapur
1491,"Bhola Nath College, Dhubri"," Dhubri, Assam",Null,#1492,B.Sc,"₹ 12,520",7,3,/college/620-bhola-nath-college-dhubri
1492,"Bhola Prasad Singh College, Gopalganj"," Gopalganj, Bihar",Null,#1493,B.Sc,--,Null,Null,/college/621-bhola-prasad-singh-college-gopalganj
1493,"Bhuwaneshwari Dayal College - [BDC] Mithapur, Patna"," Patna, Bihar","AICTE, UGC Approved",#1494,B.Sc,--,20,3,/college/625-bhuwaneshwari-dayal-college-bdc-mithapur-patna
1494,"Bhusawal Arts Science and PO Nahata Commerce College, Jalgaon"," Jalgaon, Maharashtra",Null,#1495,B.Sc,--,15,3,/college/629-bhusawal-arts-science-and-po-nahata-commerce-college-jalgaon
1495,"Bi Bi Raza Degree College for Women - [BBRDC], Gulbarga"," Gulbarga, Karnataka",Null,#1496,B.Sc,--,1,3,/college/630-bi-bi-raza-degree-college-for-women-bbrdc-gulbarga
1496,"Bidhan Chandra College Rishra, Hooghly"," Hooghly, West Bengal",UGC Approved,#1497,B.Sc,"₹ 3,505",27,3,/college/632-bidhan-chandra-college-rishra-hooghly
1497,"Bidhannagar College, Kolkata"," Kolkata, West Bengal","UGC, MHRD Approved",#1498,B.Sc,"₹ 2,815",64,3,/college/633-bidhannagar-college-kolkata
1498,"Bijoy Krishna Girls College - [BKGC], Howrah"," Howrah, West Bengal",NCTE Approved,#1499,B.Sc,"₹ 6,870",49,4,/college/640-bijoy-krishna-girls-college-bkgc-howrah
1499,"Bindeshwar Singh College, Patna"," Patna, Bihar","AICTE, UGC Approved",#1500,B.Sc,--,4,4,/college/649-bindeshwar-singh-college-patna
1500,"Bir Bikram Memorial College - [BBMC], Agartala"," Agartala, Tripura",UGC Approved,#1501,B.Sc,--,5,3,/college/650-bir-bikram-memorial-college-bbmc-agartala
1501,"Birbhum Mahavidyalaya, Birbhum"," Birbhum, West Bengal",UGC Approved,#1502,B.Sc,--,3,3,/college/653-birbhum-mahavidyalaya-birbhum
1502,"Birjhora Kanya Mahavidyalaya, Bongaigaon"," Bongaigaon, Assam",Null,#1503,B.Sc,--,Null,Null,/college/655-birjhora-kanya-mahavidyalaya-bongaigaon
1503,"Birpara College, Alipurduar"," Alipurduar, West Bengal",UGC Approved,#1504,B.Sc,"₹ 18,650",16,3,/college/660-birpara-college-alipurduar
1504,"Bishop Abraham Memorial College - [BAM], Pathanamthitta"," Pathanamthitta, Kerala",Null,#1505,B.Sc,--,5,3,/college/662-bishop-abraham-memorial-college-bam-pathanamthitta
1505,"Bishop Chulaparambil Memorial College for Women - [BCM], Kottayam"," Kottayam, Kerala",UGC Approved,#1506,B.Sc,--,10,3,/college/665-bishop-chulaparambil-memorial-college-for-women-bcm-kottayam
1506,"Bishop Kurialacherry College for Women, Kottayam"," Kottayam, Kerala",Null,#1507,B.Sc,--,Null,Null,/college/668-bishop-kurialacherry-college-for-women-kottayam
1507,"Bishop Moore College - [BMC], Mavelikara"," Mavelikara, Kerala",Null,#1508,B.Sc,"₹ 67,500",11,3,/college/669-bishop-moore-college-bmc-mavelikara
1508,"Biswanath College, Sonitpur"," Sonitpur, Assam",NCTE Approved,#1509,B.Sc,"₹ 14,820",5,4,/college/671-biswanath-college-sonitpur
1509,"Biyani College of Science and Management - [BCSM], Jaipur"," Jaipur, Rajasthan","NCTE, AICTE, INC, BCI Approved",#1510,B.Sc,"₹ 30,000",51,4,/college/672-biyani-college-of-science-and-management-bcsm-jaipur
1510,"Brahmananda Keshab Chandra College - [BKCC], Kolkata"," Kolkata, West Bengal",Null,#1511,B.Sc,"₹ 6,466",4,3,/college/684-brahmananda-keshab-chandra-college-bkcc-kolkata
1511,"Budge Budge College, Kolkata"," Kolkata, West Bengal",AICTE Approved,#1512,B.Sc,"₹ 8,730",48,3,/college/696-budge-budge-college-kolkata
